aqi,aqiLevel,bWendu,city,date,yWendu,fengli_encode,tianqi_1_encode,tianqi_2_encode
68,2,29,苏州,2017-05-25,19,2,3,0
83,2,28,苏州,2017-05-26,18,0,0,0
80,2,31,苏州,2017-05-27,19,0,0,0
80,2,33,苏州,2017-05-28,21,0,0,0
55,2,33,苏州,2017-05-29,21,2,0,3
68,2,33,苏州,2017-05-30,23,0,3,3
78,2,33,苏州,2017-05-31,24,0,3,3
113,3,32,苏州,2017-06-01,22,0,5,4
94,2,32,苏州,2017-06-02,21,0,3,3
55,2,31,苏州,2017-06-03,20,2,0,3
46,1,29,苏州,2017-06-04,20,2,3,4
36,1,23,苏州,2017-06-05,19,4,18,18
42,1,25,苏州,2017-06-06,20,3,6,3
58,2,30,苏州,2017-06-07,22,2,4,3
95,2,31,苏州,2017-06-08,22,0,3,3
79,2,31,苏州,2017-06-09,23,0,4,14
29,1,26,苏州,2017-06-10,21,4,18,7
34,1,27,苏州,2017-06-11,21,0,3,4
32,1,26,苏州,2017-06-12,20,0,5,4
33,1,24,苏州,2017-06-13,20,0,5,5
44,1,27,苏州,2017-06-14,18,2,3,3
54,2,27,苏州,2017-06-15,19,0,3,3
56,2,28,苏州,2017-06-16,19,0,3,3
56,2,29,苏州,2017-06-17,20,0,0,0
48,1,29,苏州,2017-06-18,21,2,0,3
30,1,28,苏州,2017-06-19,23,0,6,6
50,1,28,苏州,2017-06-20,23,0,3,4
52,2,29,苏州,2017-06-21,23,2,3,3
28,1,28,苏州,2017-06-22,23,0,6,4
53,2,28,苏州,2017-06-23,23,2,6,23
49,1,26,苏州,2017-06-24,22,2,18,14
60,2,28,苏州,2017-06-25,23,0,6,4
68,2,28,苏州,2017-06-26,24,0,4,4
75,2,29,苏州,2017-06-27,23,0,3,3
61,2,30,苏州,2017-06-28,22,2,3,7
50,1,27,苏州,2017-06-29,24,0,7,4
47,1,32,苏州,2017-06-30,26,0,3,3
59,2,32,苏州,2017-07-01,27,0,7,3
50,1,32,苏州,2017-07-02,25,2,7,6
43,1,31,苏州,2017-07-03,26,2,7,6
41,1,33,苏州,2017-07-04,27,2,7,6
50,1,34,苏州,2017-07-05,27,2,3,3
48,1,35,苏州,2017-07-06,28,0,3,3
54,2,35,苏州,2017-07-07,27,2,3,3
51,2,34,苏州,2017-07-08,27,2,7,7
46,1,34,苏州,2017-07-09,27,0,7,7
30,1,31,苏州,2017-07-10,23,0,5,5
39,1,34,苏州,2017-07-11,27,0,3,3
54,2,36,苏州,2017-07-12,28,2,0,3
55,2,36,苏州,2017-07-13,29,2,3,3
59,2,36,苏州,2017-07-14,29,2,3,3
61,2,38,苏州,2017-07-15,29,2,0,0
58,2,38,苏州,2017-07-16,29,2,0,0
45,1,38,苏州,2017-07-17,30,2,0,0
59,2,38,苏州,2017-07-18,30,2,3,3
54,2,38,苏州,2017-07-19,30,2,0,3
44,1,38,苏州,2017-07-20,30,2,0,0
57,2,39,苏州,2017-07-21,31,2,0,0
64,2,39,苏州,2017-07-22,31,2,0,0
88,2,40,苏州,2017-07-23,31,2,0,0
74,2,40,苏州,2017-07-24,31,0,0,0
82,2,40,苏州,2017-07-25,30,0,0,3
80,2,38,苏州,2017-07-26,29,2,3,3
71,2,39,苏州,2017-07-27,29,2,0,0
39,1,38,苏州,2017-07-28,29,2,0,3
33,1,36,苏州,2017-07-29,28,2,3,3
34,1,33,苏州,2017-07-30,28,3,7,6
34,1,34,苏州,2017-07-31,28,4,7,6
42,1,35,苏州,2017-08-01,29,3,7,3
40,1,35,苏州,2017-08-02,29,3,3,3
54,2,37,苏州,2017-08-03,29,2,3,3
59,2,38,苏州,2017-08-04,29,2,3,3
66,2,35,苏州,2017-08-05,29,2,7,6
92,2,35,苏州,2017-08-06,29,2,3,3
82,2,37,苏州,2017-08-07,30,0,3,7
38,1,36,苏州,2017-08-08,28,2,7,18
24,1,32,苏州,2017-08-09,27,2,7,5
44,1,33,苏州,2017-08-10,27,2,3,3
83,2,35,苏州,2017-08-11,27,0,3,3
52,2,32,苏州,2017-08-12,27,2,7,4
32,1,32,苏州,2017-08-13,27,3,7,14
30,1,31,苏州,2017-08-14,27,3,7,4
64,2,32,苏州,2017-08-15,26,2,4,7
49,1,31,苏州,2017-08-16,26,0,14,4
53,2,33,苏州,2017-08-17,26,2,7,3
50,1,34,苏州,2017-08-18,27,2,7,3
51,2,35,苏州,2017-08-19,26,2,7,3
32,1,32,苏州,2017-08-20,27,2,14,7
58,2,32,苏州,2017-08-21,27,2,3,3
34,1,35,苏州,2017-08-22,28,3,7,3
38,1,35,苏州,2017-08-23,28,3,3,3
37,1,36,苏州,2017-08-24,28,2,3,3
47,1,33,苏州,2017-08-25,26,2,14,7
36,1,29,苏州,2017-08-26,27,0,4,3
37,1,34,苏州,2017-08-27,28,2,3,3
44,1,36,苏州,2017-08-28,26,2,0,3
44,1,32,苏州,2017-08-29,26,3,7,4
32,1,29,苏州,2017-08-30,24,3,4,4
33,1,27,苏州,2017-08-31,24,2,4,3
40,1,28,苏州,2017-09-01,23,0,3,3
52,2,30,苏州,2017-09-02,24,0,3,3
40,1,29,苏州,2017-09-03,25,2,4,4
37,1,31,苏州,2017-09-04,25,3,3,3
77,2,33,苏州,2017-09-05,25,0,3,3
78,2,28,苏州,2017-09-06,24,0,14,7
50,1,26,苏州,2017-09-07,21,2,6,3
60,2,29,苏州,2017-09-08,23,2,3,3
60,2,27,苏州,2017-09-09,23,2,3,4
52,2,30,苏州,2017-09-10,25,3,7,7
29,1,27,苏州,2017-09-11,22,3,6,3
46,1,28,苏州,2017-09-12,21,0,3,3
58,2,28,苏州,2017-09-13,22,3,3,3
37,1,28,苏州,2017-09-14,23,3,3,3
43,1,28,苏州,2017-09-15,21,4,3,3
41,1,27,苏州,2017-09-16,19,3,3,3
50,1,29,苏州,2017-09-17,22,0,0,3
90,2,30,苏州,2017-09-18,22,0,0,3
93,2,29,苏州,2017-09-19,20,0,3,6
39,1,24,苏州,2017-09-20,20,2,14,7
36,1,24,苏州,2017-09-21,20,2,4,4
48,1,26,苏州,2017-09-22,21,0,4,6
45,1,23,苏州,2017-09-23,19,3,6,6
32,1,23,苏州,2017-09-24,23,2,14,14
33,1,25,苏州,2017-09-25,23,3,14,7
62,2,29,苏州,2017-09-26,23,2,7,6
45,1,28,苏州,2017-09-27,20,3,6,6
41,1,25,苏州,2017-09-28,18,2,3,3
50,1,26,苏州,2017-09-29,21,2,3,6
33,1,24,苏州,2017-09-30,23,2,7,7
46,1,32,苏州,2017-10-01,21,2,7,7
47,1,25,苏州,2017-10-02,20,3,14,4
43,1,23,苏州,2017-10-03,18,3,4,4
30,1,22,苏州,2017-10-04,17,3,4,4
37,1,20,苏州,2017-10-05,16,2,6,6
63,2,24,苏州,2017-10-06,17,2,3,3
78,2,27,苏州,2017-10-07,19,0,0,0
46,1,28,苏州,2017-10-08,20,0,0,0
38,1,29,苏州,2017-10-09,23,2,3,3
62,2,30,苏州,2017-10-10,20,2,3,7
46,1,26,苏州,2017-10-11,16,3,6,6
30,1,19,苏州,2017-10-12,16,3,5,6
33,1,20,苏州,2017-10-13,17,3,4,4
34,1,20,苏州,2017-10-14,17,3,4,6
27,1,19,苏州,2017-10-15,18,3,6,4
26,1,19,苏州,2017-10-16,16,4,6,6
36,1,19,苏州,2017-10-17,16,3,6,4
46,1,21,苏州,2017-10-18,16,3,4,4
50,1,20,苏州,2017-10-19,16,2,4,4
51,2,23,苏州,2017-10-20,15,2,3,3
60,2,22,苏州,2017-10-21,16,3,0,0
93,2,22,苏州,2017-10-22,15,3,3,3
62,2,19,苏州,2017-10-23,12,3,3,3
62,2,19,苏州,2017-10-24,11,2,3,3
52,2,21,苏州,2017-10-25,13,0,3,3
58,2,21,苏州,2017-10-26,12,0,3,3
58,2,21,苏州,2017-10-27,13,2,3,3
58,2,23,苏州,2017-10-28,14,2,0,0
81,2,20,苏州,2017-10-29,10,3,3,3
52,2,16,苏州,2017-10-30,9,2,3,0
51,2,19,苏州,2017-10-31,11,0,0,3
66,2,22,苏州,2017-11-01,12,0,0,0
74,2,23,苏州,2017-11-02,12,0,3,3
125,3,20,苏州,2017-11-03,9,3,3,4
41,1,15,苏州,2017-11-04,10,3,3,3
39,1,18,苏州,2017-11-05,12,0,0,0
65,2,22,苏州,2017-11-06,15,0,3,3
110,3,22,苏州,2017-11-07,13,2,3,3
123,3,22,苏州,2017-11-08,12,2,3,0
63,2,22,苏州,2017-11-09,14,0,0,3
71,2,21,苏州,2017-11-10,11,3,3,3
55,2,16,苏州,2017-11-11,11,2,3,3
56,2,19,苏州,2017-11-12,11,2,3,4
73,2,21,苏州,2017-11-13,15,0,3,5
100,2,18,苏州,2017-11-14,11,2,4,3
67,2,19,苏州,2017-11-15,13,2,3,3
44,1,17,苏州,2017-11-16,14,2,5,5
34,1,18,苏州,2017-11-17,7,2,5,5
40,1,16,苏州,2017-11-18,4,4,3,3
52,2,12,苏州,2017-11-19,9,2,3,4
57,2,12,苏州,2017-11-20,6,2,4,3
95,2,13,苏州,2017-11-21,10,2,5,5
104,3,14,苏州,2017-11-22,6,2,3,3
80,2,12,苏州,2017-11-23,4,2,3,0
80,2,14,苏州,2017-11-24,6,0,3,3
101,3,16,苏州,2017-11-25,7,2,3,3
93,2,16,苏州,2017-11-26,6,2,3,0
70,2,17,苏州,2017-11-27,11,0,3,3
91,2,17,苏州,2017-11-28,11,2,5,5
135,3,14,苏州,2017-11-29,8,4,5,5
44,1,11,苏州,2017-11-30,6,3,4,3
68,2,12,苏州,2017-12-01,7,0,3,3
82,2,13,苏州,2017-12-02,8,0,3,4
109,3,14,苏州,2017-12-03,7,2,6,4
174,4,12,苏州,2017-12-04,3,3,3,3
61,2,8,苏州,2017-12-05,2,2,3,0
92,2,11,苏州,2017-12-06,3,0,3,3
150,3,13,苏州,2017-12-07,2,3,3,3
75,2,8,苏州,2017-12-08,0,3,3,3
84,2,9,苏州,2017-12-09,3,2,3,3
103,3,12,苏州,2017-12-10,1,3,3,3
144,3,10,苏州,2017-12-11,3,2,3,3
67,2,10,苏州,2017-12-12,3,2,3,3
45,1,10,苏州,2017-12-13,4,3,3,4
57,2,8,苏州,2017-12-14,6,3,5,4
41,1,8,苏州,2017-12-15,5,2,5,5
109,3,7,苏州,2017-12-16,-2,3,3,3
75,2,5,苏州,2017-12-17,-2,2,0,0
79,2,7,苏州,2017-12-18,0,0,3,3
87,2,10,苏州,2017-12-19,-1,2,0,0
80,2,10,苏州,2017-12-20,1,2,0,0
116,3,10,苏州,2017-12-21,2,2,0,0
117,3,15,苏州,2017-12-22,6,0,0,3
115,3,16,苏州,2017-12-23,5,2,3,3
197,4,11,苏州,2017-12-24,0,4,3,0
107,3,9,苏州,2017-12-25,1,2,0,3
103,3,12,苏州,2017-12-26,2,0,0,0
82,2,12,苏州,2017-12-27,7,2,3,4
48,1,11,苏州,2017-12-28,9,2,5,5
56,2,13,苏州,2017-12-29,9,0,4,4
123,3,12,苏州,2017-12-30,3,3,5,4
255,5,10,苏州,2017-12-31,1,2,0,0
203,5,11,苏州,2018-01-01,5,2,0,0
60,2,13,苏州,2018-01-02,5,2,3,5
41,1,10,苏州,2018-01-03,2,3,14,14
23,1,4,苏州,2018-01-04,1,3,14,11
51,2,5,苏州,2018-01-05,-2,2,4,3
115,3,8,苏州,2018-01-06,0,2,3,8
49,1,9,苏州,2018-01-07,1,2,8,5
124,3,3,苏州,2018-01-08,-3,4,11,3
53,2,4,苏州,2018-01-09,-3,4,0,0
61,2,6,苏州,2018-01-10,-3,3,0,0
72,2,6,苏州,2018-01-11,-2,2,0,0
60,2,5,苏州,2018-01-12,-2,0,0,0
98,2,7,苏州,2018-01-13,1,0,0,3
71,2,12,苏州,2018-01-14,2,0,3,3
110,3,16,苏州,2018-01-15,10,2,3,5
116,3,14,苏州,2018-01-16,7,2,4,5
208,5,12,苏州,2018-01-17,2,0,0,3
160,4,12,苏州,2018-01-18,6,2,4,4
227,5,10,苏州,2018-01-19,6,2,4,3
173,4,9,苏州,2018-01-20,6,0,4,4
97,2,8,苏州,2018-01-21,5,2,8,5
60,2,11,苏州,2018-01-22,4,2,3,3
122,3,7,苏州,2018-01-23,2,2,3,4
42,1,4,苏州,2018-01-24,0,3,4,21
28,1,1,苏州,2018-01-25,-1,3,24,21
31,1,2,苏州,2018-01-26,-1,3,4,11
41,1,2,苏州,2018-01-27,0,3,16,16
61,2,3,苏州,2018-01-28,-3,3,11,4
165,4,2,苏州,2018-01-29,-4,2,3,3
242,5,3,苏州,2018-01-30,-3,2,3,4
271,5,3,苏州,2018-01-31,-3,2,4,3
198,4,6,苏州,2018-02-01,-2,0,3,3
187,4,7,苏州,2018-02-02,-3,2,3,3
61,2,2,苏州,2018-02-03,-4,2,3,0
72,2,3,苏州,2018-02-04,-4,2,0,0
87,2,4,苏州,2018-02-05,-4,0,0,0
70,2,4,苏州,2018-02-06,-3,2,0,3
67,2,7,苏州,2018-02-07,-1,2,0,3
141,3,6,苏州,2018-02-08,1,0,3,4
140,3,12,苏州,2018-02-09,3,2,3,5
131,3,7,苏州,2018-02-10,-1,3,4,3
96,2,8,苏州,2018-02-11,-1,4,0,0
91,2,7,苏州,2018-02-12,-2,3,0,0
55,2,12,苏州,2018-02-13,5,3,0,3
79,2,18,苏州,2018-02-14,5,2,3,4
74,2,12,苏州,2018-02-15,5,3,5,5
50,1,8,苏州,2018-02-16,2,0,4,3
94,2,11,苏州,2018-02-17,4,2,3,3
41,1,11,苏州,2018-02-18,7,0,8,8
34,1,8,苏州,2018-02-19,5,3,14,4
69,2,7,苏州,2018-02-20,4,3,8,5
57,2,8,苏州,2018-02-21,3,2,4,4
75,2,10,苏州,2018-02-22,3,0,3,3
63,2,15,苏州,2018-02-23,6,2,3,4
65,2,13,苏州,2018-02-24,8,2,5,5
64,2,11,苏州,2018-02-25,2,0,3,3
70,2,15,苏州,2018-02-26,6,0,0,3
64,2,17,苏州,2018-02-27,11,3,3,14
42,1,14,苏州,2018-02-28,7,4,5,3
83,2,15,苏州,2018-03-01,8,3,3,5
48,1,9,苏州,2018-03-02,8,3,4,4
51,2,21,苏州,2018-03-03,13,2,3,3
54,2,25,苏州,2018-03-04,7,3,7,14
42,1,19,苏州,2018-03-05,7,4,5,3
47,1,12,苏州,2018-03-06,8,3,3,4
41,1,10,苏州,2018-03-07,6,3,14,5
81,2,10,苏州,2018-03-08,2,3,4,3
82,2,10,苏州,2018-03-09,2,2,0,0
106,3,15,苏州,2018-03-10,3,0,0,3
99,2,19,苏州,2018-03-11,8,2,3,3
64,2,22,苏州,2018-03-12,11,2,3,3
64,2,25,苏州,2018-03-13,15,2,3,3
58,2,24,苏州,2018-03-14,17,2,4,6
72,2,21,苏州,2018-03-15,9,4,8,6
49,1,15,苏州,2018-03-16,8,4,4,4
46,1,15,苏州,2018-03-17,10,3,3,4
52,2,14,苏州,2018-03-18,8,0,6,6
49,1,11,苏州,2018-03-19,6,3,6,6
68,2,10,苏州,2018-03-20,6,3,5,8
41,1,8,苏州,2018-03-21,3,3,4,3
94,2,14,苏州,2018-03-22,5,0,3,3
108,3,20,苏州,2018-03-23,9,0,3,3
96,2,23,苏州,2018-03-24,11,2,3,4
96,2,22,苏州,2018-03-25,12,2,4,3
81,2,22,苏州,2018-03-26,13,2,4,4
79,2,23,苏州,2018-03-27,13,0,0,3
77,2,26,苏州,2018-03-28,15,0,0,3
60,2,25,苏州,2018-03-29,14,2,3,3
60,2,23,苏州,2018-03-30,13,2,3,3
58,2,23,苏州,2018-03-31,15,2,0,3
80,2,26,苏州,2018-04-01,15,2,3,4
86,2,26,苏州,2018-04-02,18,0,6,4
80,2,25,苏州,2018-04-03,12,0,6,6
66,2,22,苏州,2018-04-04,10,3,4,4
54,2,14,苏州,2018-04-05,8,3,14,5
97,2,16,苏州,2018-04-06,8,4,3,3
67,2,14,苏州,2018-04-07,8,4,0,0
68,2,20,苏州,2018-04-08,9,3,0,3
85,2,25,苏州,2018-04-09,15,2,0,0
76,2,29,苏州,2018-04-10,17,3,0,3
121,3,26,苏州,2018-04-11,16,2,3,6
83,2,21,苏州,2018-04-12,15,3,6,6
52,2,20,苏州,2018-04-13,15,3,6,14
54,2,17,苏州,2018-04-14,12,4,6,3
96,2,20,苏州,2018-04-15,9,2,3,3
143,3,19,苏州,2018-04-16,7,2,4,3
85,2,22,苏州,2018-04-17,11,2,0,0
89,2,25,苏州,2018-04-18,13,2,0,0
81,2,28,苏州,2018-04-19,15,2,0,3
66,2,28,苏州,2018-04-20,18,3,0,3
62,2,25,苏州,2018-04-21,21,3,4,6
69,2,27,苏州,2018-04-22,16,2,6,7
60,2,22,苏州,2018-04-23,13,3,14,5
52,2,17,苏州,2018-04-24,12,4,4,3
90,2,21,苏州,2018-04-25,13,0,3,3
85,2,22,苏州,2018-04-26,14,2,3,3
116,3,27,苏州,2018-04-27,15,0,3,3
167,4,27,苏州,2018-04-28,17,2,3,4
134,3,27,苏州,2018-04-29,20,2,6,4
109,3,30,苏州,2018-04-30,21,2,6,4
57,2,31,苏州,2018-05-01,19,0,7,7
72,2,25,苏州,2018-05-02,14,3,6,3
50,1,25,苏州,2018-05-03,15,2,3,0
76,2,28,苏州,2018-05-04,18,2,3,4
57,2,23,苏州,2018-05-05,20,4,8,7
63,2,25,苏州,2018-05-06,16,4,18,14
47,1,23,苏州,2018-05-07,16,3,4,3
76,2,23,苏州,2018-05-08,13,2,3,0
67,2,25,苏州,2018-05-09,14,0,0,0
52,2,24,苏州,2018-05-10,17,2,3,3
61,2,26,苏州,2018-05-11,21,3,3,7
92,2,27,苏州,2018-05-12,22,2,7,7
108,3,30,苏州,2018-05-13,22,2,3,0
79,2,32,苏州,2018-05-14,23,2,3,3
75,2,34,苏州,2018-05-15,26,3,3,3
70,2,37,苏州,2018-05-16,27,2,3,4
72,2,33,苏州,2018-05-17,25,2,7,7
81,2,31,苏州,2018-05-18,21,2,3,3
55,2,24,苏州,2018-05-19,20,2,7,7
33,1,23,苏州,2018-05-20,21,3,6,4
50,1,24,苏州,2018-05-21,20,3,4,6
45,1,25,苏州,2018-05-22,18,2,7,4
88,2,26,苏州,2018-05-23,17,2,3,3
91,2,27,苏州,2018-05-24,20,2,3,7
59,2,28,苏州,2018-05-25,21,3,14,8
57,2,26,苏州,2018-05-26,19,3,4,4
72,2,26,苏州,2018-05-27,20,0,4,3
100,2,30,苏州,2018-05-28,22,0,3,3
116,3,28,苏州,2018-05-29,21,0,3,4
95,2,27,苏州,2018-05-30,20,0,4,6
97,2,24,苏州,2018-05-31,17,2,6,3
77,2,14,大连,2017-04-01,6,3,0,0
63,2,16,大连,2017-04-02,8,3,0,0
84,2,19,大连,2017-04-03,9,3,0,0
113,3,18,大连,2017-04-04,8,4,3,3
40,1,10,大连,2017-04-05,6,5,5,3
63,2,15,大连,2017-04-06,7,3,0,0
92,2,14,大连,2017-04-07,8,3,3,3
58,2,16,大连,2017-04-08,7,4,0,0
57,2,16,大连,2017-04-09,7,4,0,0
62,2,14,大连,2017-04-10,8,3,3,0
72,2,15,大连,2017-04-11,8,4,0,0
68,2,15,大连,2017-04-12,9,3,0,0
112,3,18,大连,2017-04-13,9,4,0,5
78,2,19,大连,2017-04-14,9,3,3,0
82,2,21,大连,2017-04-15,11,3,0,0
78,2,20,大连,2017-04-16,10,3,3,5
49,1,16,大连,2017-04-17,9,3,5,3
61,2,17,大连,2017-04-18,9,4,3,0
57,2,15,大连,2017-04-19,10,3,3,6
69,2,17,大连,2017-04-20,9,3,0,0
84,2,17,大连,2017-04-21,10,4,3,0
60,2,19,大连,2017-04-22,11,4,0,0
66,2,19,大连,2017-04-23,10,4,0,6
71,2,16,大连,2017-04-24,10,4,7,3
46,1,17,大连,2017-04-25,9,3,0,0
35,1,18,大连,2017-04-26,10,3,0,0
40,1,20,大连,2017-04-27,11,4,0,0
51,2,22,大连,2017-04-28,13,3,0,0
65,2,25,大连,2017-04-29,15,4,0,0
90,2,23,大连,2017-04-30,13,3,0,0
61,2,22,大连,2017-05-01,12,3,0,0
65,2,21,大连,2017-05-02,13,3,0,0
36,1,16,大连,2017-05-03,12,4,3,5
50,1,14,大连,2017-05-04,11,3,5,3
73,2,19,大连,2017-05-05,11,5,3,0
72,2,21,大连,2017-05-06,13,4,0,0
85,2,22,大连,2017-05-07,15,4,0,0
143,3,24,大连,2017-05-08,16,3,0,3
53,2,18,大连,2017-05-09,12,4,5,3
44,1,20,大连,2017-05-10,13,3,3,3
60,2,23,大连,2017-05-11,13,4,0,0
264,5,21,大连,2017-05-12,14,4,0,7
90,2,20,大连,2017-05-13,12,4,3,0
48,1,21,大连,2017-05-14,12,4,0,3
38,1,22,大连,2017-05-15,14,3,0,0
40,1,24,大连,2017-05-16,15,3,0,0
72,2,24,大连,2017-05-17,16,3,0,0
92,2,27,大连,2017-05-18,18,4,0,0
82,2,28,大连,2017-05-19,17,4,0,0
42,1,26,大连,2017-05-20,16,4,0,0
40,1,22,大连,2017-05-21,14,3,0,0
44,1,21,大连,2017-05-22,14,3,3,8
34,1,21,大连,2017-05-23,14,4,5,0
65,2,25,大连,2017-05-24,15,3,0,0
49,1,22,大连,2017-05-25,14,5,0,0
45,1,23,大连,2017-05-26,16,3,0,0
47,1,22,大连,2017-05-27,17,4,0,0
59,2,27,大连,2017-05-28,18,3,0,0
60,2,23,大连,2017-05-29,17,3,3,6
59,2,23,大连,2017-05-30,17,3,7,7
50,1,22,大连,2017-05-31,16,3,3,6
38,1,26,大连,2017-06-01,16,4,0,0
38,1,21,大连,2017-06-02,14,4,3,3
29,1,24,大连,2017-06-03,16,3,0,0
37,1,26,大连,2017-06-04,17,4,0,0
49,1,25,大连,2017-06-05,18,3,0,3
46,1,20,大连,2017-06-06,15,5,5,5
68,2,24,大连,2017-06-07,17,4,0,0
107,3,28,大连,2017-06-08,19,4,0,3
60,2,29,大连,2017-06-09,18,4,0,0
47,1,25,大连,2017-06-10,18,3,0,0
47,1,26,大连,2017-06-11,18,3,0,3
44,1,24,大连,2017-06-12,17,3,4,3
45,1,26,大连,2017-06-13,18,3,0,0
68,2,30,大连,2017-06-14,21,4,0,0
117,3,31,大连,2017-06-15,21,4,0,0
120,3,30,大连,2017-06-16,22,3,0,0
90,2,29,大连,2017-06-17,20,3,0,0
85,2,28,大连,2017-06-18,21,4,0,3
55,2,27,大连,2017-06-19,19,4,3,6
46,1,25,大连,2017-06-20,19,3,4,3
59,2,27,大连,2017-06-21,20,3,0,0
53,2,26,大连,2017-06-22,20,3,0,3
32,1,23,大连,2017-06-23,19,4,6,8
31,1,23,大连,2017-06-24,18,4,14,5
48,1,26,大连,2017-06-25,20,3,3,0
63,2,28,大连,2017-06-26,20,3,0,0
43,1,27,大连,2017-06-27,20,3,0,0
42,1,27,大连,2017-06-28,21,3,0,0
52,2,27,大连,2017-06-29,21,3,0,0
70,2,28,大连,2017-06-30,21,3,0,0
49,1,27,大连,2017-07-01,21,3,3,6
34,1,27,大连,2017-07-02,21,4,6,6
37,1,28,大连,2017-07-03,22,3,0,0
52,2,29,大连,2017-07-04,21,3,0,0
54,2,29,大连,2017-07-05,22,3,0,0
43,1,27,大连,2017-07-06,22,4,3,6
49,1,26,大连,2017-07-07,23,5,14,3
59,2,30,大连,2017-07-08,23,4,0,0
60,2,29,大连,2017-07-09,22,3,0,6
31,1,31,大连,2017-07-10,22,0,0,0
83,2,31,大连,2017-07-11,24,3,0,0
72,2,31,大连,2017-07-12,24,4,0,0
63,2,30,大连,2017-07-13,25,4,3,3
63,2,31,大连,2017-07-14,25,3,3,3
34,1,29,大连,2017-07-15,24,3,6,3
29,1,28,大连,2017-07-16,24,3,3,3
31,1,29,大连,2017-07-17,24,3,3,3
55,2,30,大连,2017-07-18,25,3,0,3
56,2,29,大连,2017-07-19,25,3,6,6
54,2,29,大连,2017-07-20,24,3,6,3
42,1,30,大连,2017-07-21,23,3,3,3
39,1,29,大连,2017-07-22,24,2,3,3
49,1,29,大连,2017-07-23,24,3,3,6
86,2,30,大连,2017-07-24,24,3,3,0
54,2,30,大连,2017-07-25,25,3,0,0
47,1,29,大连,2017-07-26,23,3,3,14
34,1,29,大连,2017-07-27,22,4,5,3
44,1,30,大连,2017-07-28,23,3,0,0
62,2,30,大连,2017-07-29,23,3,3,0
62,2,28,大连,2017-07-30,23,3,0,6
41,1,28,大连,2017-07-31,23,3,3,3
23,1,29,大连,2017-08-01,24,3,3,3
30,1,28,大连,2017-08-02,24,3,6,6
33,1,28,大连,2017-08-03,24,5,18,18
37,1,29,大连,2017-08-04,24,3,5,3
40,1,29,大连,2017-08-05,24,3,3,3
37,1,29,大连,2017-08-06,24,3,3,6
50,1,30,大连,2017-08-07,23,3,0,0
50,1,31,大连,2017-08-08,24,3,0,0
54,2,30,大连,2017-08-09,24,3,0,3
43,1,29,大连,2017-08-10,24,3,6,3
49,1,30,大连,2017-08-11,24,3,0,0
37,1,30,大连,2017-08-12,24,3,0,0
38,1,28,大连,2017-08-13,24,4,3,3
24,1,27,大连,2017-08-14,24,4,6,3
24,1,28,大连,2017-08-15,22,4,3,0
24,1,28,大连,2017-08-16,22,3,3,3
19,1,27,大连,2017-08-17,22,3,7,3
31,1,28,大连,2017-08-18,23,3,6,6
40,1,28,大连,2017-08-19,23,3,6,6
31,1,27,大连,2017-08-20,23,4,6,3
31,1,29,大连,2017-08-21,23,3,0,0
42,1,29,大连,2017-08-22,24,3,0,3
34,1,28,大连,2017-08-23,23,3,6,6
33,1,28,大连,2017-08-24,21,4,0,0
41,1,29,大连,2017-08-25,21,3,0,0
36,1,29,大连,2017-08-26,22,2,0,0
35,1,27,大连,2017-08-27,21,3,4,6
29,1,24,大连,2017-08-28,17,3,14,3
25,1,23,大连,2017-08-29,18,3,0,0
39,1,25,大连,2017-08-30,20,4,0,0
52,2,26,大连,2017-08-31,20,3,0,3
66,2,27,大连,2017-09-01,20,3,3,3
71,2,26,大连,2017-09-02,20,3,7,0
63,2,26,大连,2017-09-03,20,3,0,0
43,1,26,大连,2017-09-04,21,3,3,3
35,1,25,大连,2017-09-05,21,3,6,3
52,2,27,大连,2017-09-06,21,3,3,0
75,2,28,大连,2017-09-07,21,3,0,0
77,2,28,大连,2017-09-08,21,3,0,0
66,2,28,大连,2017-09-09,22,3,0,3
46,1,26,大连,2017-09-10,19,3,3,3
48,1,26,大连,2017-09-11,18,3,3,0
46,1,26,大连,2017-09-12,18,3,0,0
38,1,26,大连,2017-09-13,20,3,0,0
47,1,26,大连,2017-09-14,20,3,0,0
35,1,25,大连,2017-09-15,20,3,0,0
38,1,26,大连,2017-09-16,20,3,0,3
35,1,25,大连,2017-09-17,20,3,3,0
61,2,27,大连,2017-09-18,20,3,0,3
55,2,25,大连,2017-09-19,18,4,3,0
33,1,26,大连,2017-09-20,19,2,0,0
40,1,26,大连,2017-09-21,19,4,0,3
58,2,25,大连,2017-09-22,18,4,6,0
60,2,26,大连,2017-09-23,20,3,0,3
87,2,26,大连,2017-09-24,20,4,6,3
44,1,26,大连,2017-09-25,20,3,0,0
43,1,24,大连,2017-09-26,16,4,3,3
29,1,21,大连,2017-09-27,15,3,0,0
32,1,20,大连,2017-09-28,15,3,0,0
58,2,23,大连,2017-09-29,17,4,0,0
92,2,24,大连,2017-09-30,18,4,0,3
39,1,23,大连,2017-10-01,14,4,6,3
38,1,18,大连,2017-10-02,11,5,0,0
29,1,18,大连,2017-10-03,12,4,0,0
29,1,18,大连,2017-10-04,12,3,0,0
34,1,20,大连,2017-10-05,14,3,0,3
31,1,20,大连,2017-10-06,15,3,6,0
34,1,22,大连,2017-10-07,16,3,3,3
31,1,21,大连,2017-10-08,16,3,5,14
26,1,19,大连,2017-10-09,12,5,14,14
